Authors,Title,Year,Source title,Page start,Page end,Cited by
"Mason, R.P., Casu, M., Butler, N., Breda, C., Campesan, S., Clapp, J., Green, E.W., Dhulkhed, D., Kyriacou, C.P., Giorgini, F.",Glutathione peroxidase activity is neuroprotective in models of Huntington's disease,2013,Nature Genetics,1249,1254,31
"Asano, Y., Takashima, S., Asakura, M., Shintani, Y., Liao, Y., Minamino, T., Asanuma, H., Sanada, S., Kim, J., Ogai, A., Fukushima, T., Oikawa, Y., Okazaki, Y., Kaneda, Y., Sato, M., Miyazaki, J.-I., Kitamura, S., Tomoike, H., Kitakaze, M., Hori, M.",Lamr1 functional retroposon causes right ventricular dysplasia in mice,2004,Nature Genetics,123,130,32
"Bauer, H., Willert, J., Koschorz, B., Herrmann, B.G.",The t complex-encoded GTPase-activating protein Tagap1 acts as a transmission ratio distorter in mice,2005,Nature Genetics,969,973,32
"Osborne, E.A., Dudoit, S., Rine, J.",The establishment of gene silencing at single-cell resolution,2009,Nature Genetics,800,806,32
"Mueller, J.L., Skaletsky, H., Brown, L.G., Zaghlul, S., Rock, S., Graves, T., Auger, K., Warren, W.C., Wilson, R.K., Page, D.C.",Independent specialization of the human and mouse X chromosomes for the male germ line,2013,Nature Genetics,1083,1087,32
"Shim Choi, S., Li, W., Lahn, B.T.",Robust signals of coevolution of interacting residues in mammalian proteomes identified by phylogeny-aided structural analysis,2005,Nature Genetics,1367,1371,33
"Bovee, D., Zhou, Y., Haugen, E., Wu, Z., Hayden, H.S., Gillett, W., Tuzun, E., Cooper, G.M., Sampas, N., Phelps, K., Levy, R., Morrison, V.A., Sprague, J., Jewett, D., Buckley, D., Subramaniam, S., Chang, J., Smith, D.R., Olson, M.V., Eichler, E.E., Kaul, R.",Closing gaps in the human genome with fosmid resources generated from multiple individuals,2008,Nature Genetics,96,101,33
"Kokubu, C., Horie, K., Abe, K., Ikeda, R., Mizuno, S., Uno, Y., Ogiwara, S., Ohtsuka, M., Isotani, A., Okabe, M., Imai, K., Takeda, J.",A transposon-based chromosomal engineering method to survey a large cis-regulatory landscape in mice,2009,Nature Genetics,946,952,33
"Wijnker, E., Van Dun, K., De Snoo, C.B., Lelivelt, C.L.C., Keurentjes, J.J.B., Naharudin, N.S., Ravi, M., Chan, S.W.L., De Jong, H., Dirks, R.",Reverse breeding in Arabidopsis thaliana generates homozygous parental lines from a heterozygous plant,2012,Nature Genetics,467,470,33
"Zhang, S.-Q., Jiang, T., Li, M., Zhang, X., Ren, Y.-Q., Wei, S.-C., Sun, L.-D., Cheng, H., Li, Y., Yin, X.-Y., Hu, Z.-M., Wang, Z.-Y., Liu, Y., Guo, B.-R., Tang, H.-Y., Tang, X.-F., Ding, Y.-T., Wang, J.-B., Li, P., Wu, B.-Y., Wang, W., Yuan, X.-F., Hou, J.-S., Ha, W.-W., Wang, W.-J., Zhai, Y.-J., Wang, J., Qian, F.-F., Zhou, F.-S., Chen, G., Zuo, X.-B., Zheng, X.-D., Sheng, Y.-J., Gao, J.-P., Liang, B., Li, P., Zhu, J., Xiao, F.-L., Wang, P.-G., Cui, Y., Li, H., Liu, S.-X., Gao, M., Fan, X., Shen, S.-K., Zeng, M., Sun, G.-Q., Xu, Y., Hu, J.-C., He, T.-T., Li, Y.-R., Yang, H.-M., Weng, J., Yu, Z.-Y., Zhang, H.-F., Hu, X., Yang, K., Wang, J., Zhao, S.-X., Zhou, Y.-W., Liu, J.-J., Du, W.-D., Zhang, L., Xia, K., Yang, S., Wang, J., Zhang, X.-J.",Exome sequencing identifies MVK mutations in disseminated superficial actinic porokeratosis,2012,Nature Genetics,1156,1160,33
"Fakiola, M., Strange, A., Cordell, H.J., Miller, E.N., Pirinen, M., Su, Z., Mishra, A., Mehrotra, S., Monteiro, G.R., Band, G., Bellenguez, C., Dronov, S., Edkins, S., Freeman, C., Giannoulatou, E., Gray, E., Hunt, S.E., Lacerda, H.G., Langford, C., Pearson, R., Pontes, N.N., Rai, M., Singh, S.P., Smith, L., Sousa, O., Vukcevic, D., Bramon, E., Brown, M.A., Casas, J.P., Corvin, A., Duncanson, A., Jankowski, J., Markus, H.S., Mathew, C.G., Palmer, C.N.A., Plomin, R., Rautanen, A., Sawcer, S.J., Trembath, R.C., Viswanathan, A.C., Wood, N.W., Wilson, M.E., Deloukas, P., Peltonen, L., Christiansen, F., Witt, C., Jeronimo, S.M.B., Sundar, S., Spencer, C.C.A., Blackwell, J.M., Donnelly, P.",Common variants in the HLA-DRB1-HLA-DQA1 HLA class II region are associated with susceptibility to visceral leishmaniasis,2013,Nature Genetics,208,213,33
"Wang, X., Chamberlin, H.M.",Evolutionary innovation of the excretory system in Caenorhabditis elegans,2004,Nature Genetics,231,232,34
"Frey, B.J., Mohammad, N., Morris, Q.D., Zhang, W., Robinson, M.D., Mnaimneh, S., Chang, R., Pan, Q., Sat, E., Rossant, J., Bruneau, B.G., Aubin, J.E., Blencowe, B.J., Hughes, T.R.",Genome-wide analysis of mouse transcripts using exon microarrays and factor graphs,2005,Nature Genetics,991,996,34
"Patterson, E.E., Minor, K.M., Tchernatynskaia, A.V., Taylor, S.M., Shelton, G.D., Ekenstedt, K.J., Mickelson, J.R.",A canine DNM1 mutation is highly associated with the syndrome of exercise-induced collapse,2008,Nature Genetics,1235,1239,34
"Barak, T., Kwan, K.Y., Louvi, A., Demirbilek, V., Saygi, S., Tüysüz, B., Choi, M., Boyaci, H., Doerschner, K., Zhu, Y., Kaymakçalan, H., Yilmaz, S., Bakircǧlu, M., Çaǧlayan, A.O., Öztürk, A.K., Yasuno, K., Brunken, W.J., Atalar, E., Yalçnkaya, C., Dinçer, A., Bronen, R.A., Mane, S., Özçelik, T., Lifton, R.P., Šestan, N., Bilgüvar, K., Günel, M.",Recessive LAMC3 mutations cause malformations of occipital cortical development,2011,Nature Genetics,590,594,34
"Arbiza, L., Gronau, I., Aksoy, B.A., Hubisz, M.J., Gulko, B., Keinan, A., Siepel, A.",Genome-wide inference of natural selection on human transcription factor binding sites,2013,Nature Genetics,723,729,34
"Kou, I., Takahashi, Y., Johnson, T.A., Takahashi, A., Guo, L., Dai, J., Qiu, X., Sharma, S., Takimoto, A., Ogura, Y., Jiang, H., Yan, H., Kono, K., Kawakami, N., Uno, K., Ito, M., Minami, S., Yanagida, H., Taneichi, H., Hosono, N., Tsuji, T., Suzuki, T., Sudo, H., Kotani, T., Yonezawa, I., Londono, D., Gordon, D., Herring, J.A., Watanabe, K., Chiba, K., Kamatani, N., Jiang, Q., Hiraki, Y., Kubo, M., Toyama, Y., Tsunoda, T., Wise, C.A., Qiu, Y., Shukunami, C., Matsumoto, M., Ikegawa, S.",Genetic variants in GPR126 are associated with adolescent idiopathic scoliosis,2013,Nature Genetics,676,679,34
"Wang, G., Lunardi, A., Zhang, J., Chen, Z., Ala, U., Webster, K.A., Tay, Y., Gonzalez-Billalabeitia, E., Egia, A., Shaffer, D.R., Carver, B., Liu, X.-S., Taulli, R., Kuo, W.P., Nardella, C., Signoretti, S., Cordon-Cardo, C., Gerald, W.L., Pandolfi, P.P.",Zbtb7a suppresses prostate cancer through repression of a Sox9-dependent pathway for cellular senescence bypass and tumor invasion,2013,Nature Genetics,739,746,34
"Cordell, H.J., Bentham, J., Topf, A., Zelenika, D., Heath, S., Mamasoula, C., Cosgrove, C., Blue, G., Granados-Riveron, J., Setchfield, K., Thornborough, C., Breckpot, J., Soemedi, R., Martin, R., Rahman, T.J., Hall, D., Van Engelen, K., Moorman, A.F.M., Zwinderman, A.H., Barnett, P., Koopmann, T.T., Adriaens, M.E., Varro, A., George Jr., A.L., Dos Remedios, C., Bishopric, N.H., Bezzina, C.R., O'Sullivan, J., Gewillig, M., Bu'Lock, F.A., Winlaw, D., Bhattacharya, S., Devriendt, K., Brook, J.D., Mulder, B.J.M., Mital, S., Postma, A.V., Lathrop, G.M., Farrall, M., Goodship, J.A., Keavney, B.D.",Genome-wide association study of multiple congenital heart disease phenotypes identifies a susceptibility locus for atrial septal defect at chromosome 4p16,2013,Nature Genetics,822,824,35
"Jeffreys, A.J., Neumann, R.",The rise and fall of a human recombination hot spot,2009,Nature Genetics,625,629,36
"Orr, N., Lemnrau, A., Cooke, R., Fletcher, O., Tomczyk, K., Jones, M., Johnson, N., Lord, C.J., Mitsopoulos, C., Zvelebil, M., McDade, S.S., Buck, G., Blancher, C., Trainer, A.H., James, P.A., Bojesen, S.E., Bokmand, S., Nevanlinna, H., Mattson, J., Friedman, E., Laitman, Y., Palli, D., Masala, G., Zanna, I., Ottini, L., Giannini, G., Hollestelle, A., Van Den Ouweland, A.M.W., Novaković, S., Krajc, M., Gago-Dominguez, M., Castelao, J.E., Olsson, H., Hedenfalk, I., Easton, D.F., Pharoah, P.D.P., Dunning, A.M., Bishop, D.T., Neuhausen, S.L., Steele, L., Houlston, R.S., Garcia-Closas, M., Ashworth, A., Swerdlow, A.J.",Genome-wide association study identifies a common variant in RAD51B associated with male breast cancer risk,2012,Nature Genetics,1182,1184,36
"Twigg, S.R.F., Vorgia, E., Mcgowan, S.J., Peraki, I., Fenwick, A.L., Sharma, V.P., Allegra, M., Zaragkoulias, A., Akha, E.S., Knight, S.J.L., Lord, H., Lester, T., Izatt, L., Lampe, A.K., Mohammed, S.N., Stewart, F.J., Verloes, A., Wilson, L.C., Healy, C., Sharpe, P.T., Hammond, P., Hughes, J., Taylor, S., Johnson, D., Wall, S.A., Mavrothalassitis, G., Wilkie, A.O.M.",Reduced dosage of ERF causes complex craniosynostosis in humans and mice and links ERK1/2 signaling to regulation of osteogenesis,2013,Nature Genetics,308,313,36
"Lemos, B., Meiklejohn, C.D., Hartl, D.L.",Regulatory evolution across the protein interaction network,2004,Nature Genetics,1059,1060,37
"Lacefield, S., Murray, A.W.",The spindle checkpoint rescues the meiotic segregation of chromosomes whose crossovers are far from the centromere,2007,Nature Genetics,1273,1277,37
"Gottipati, S., Arbiza, L., Siepel, A., Clark, A.G., Keinan, A.",Analyses of X-linked and autosomal genetic variation in population-scale whole genome sequencing,2011,Nature Genetics,741,743,37
"Carvalho, C.M.B., Pehlivan, D., Ramocki, M.B., Fang, P., Alleva, B., Franco, L.M., Belmont, J.W., Hastings, P.J., Lupski, J.R.",Replicative mechanisms for CNV formation are error prone,2013,Nature Genetics,1319,1327,37
"Zeggini, E.",Next-generation association studies for complex traits,2011,Nature Genetics,287,288,38
"Boettger, L.M., Handsaker, R.E., Zody, M.C., Mccarroll, S.A.",Structural haplotypes and recent evolution of the human 17q21.31 region,2012,Nature Genetics,881,885,38
"Zimoń, M., Baets, J., Almeida-Souza, L., De Vriendt, E., Nikodinovic, J., Parman, Y., Battaloǧlu, E., Matur, Z., Guergueltcheva, V., Tournev, I., Auer-Grumbach, M., De Rijk, P., Petersen, B.-S., Müller, T., Fransen, E., Van Damme, P., Löscher, W.N., Bariši, N., Mitrovic, Z., Previtali, S.C., Topaloǧlu, H., Bernert, G., Beleza-Meireles, A., Todorovic, S., Savic-Pavicevic, D., Ishpekova, B., Lechner, S., Peeters, K., Ooms, T., Hahn, A.F., Züchner, S., Timmerman, V., Van Dijck, P., Rasic, V.M., Janecke, A.R., De Jonghe, P., Jordanova, A.",Loss-of-function mutations in HINT1 cause axonal neuropathy with neuromyotonia,2012,Nature Genetics,1080,1083,38
"Buchovecky, C.M., Turley, S.D., Brown, H.M., Kyle, S.M., McDonald, J.G., Liu, B., Pieper, A.A., Huang, W., Katz, D.M., Russell, D.W., Shendure, J., Justice, M.J.",A suppressor screen in Mecp2 mutant mice implicates cholesterol metabolism in Rett syndrome,2013,Nature Genetics,1013,1020,38
"Chubb, D., Weinhold, N., Broderick, P., Chen, B., Johnson, D.C., Försti, A., Vijayakrishnan, J., Migliorini, G., Dobbins, S.E., Holroyd, A., Hose, D., Walker, B.A., Davies, F.E., Gregory, W.A., Jackson, G.H., Irving, J.A., Pratt, G., Fegan, C., Fenton, J.A.L., Neben, K., Hoffmann, P., Nöthen, M.M., Mühleisen, T.W., Eisele, L., Ross, F.M., Straka, C., Einsele, H., Langer, C., Dörner, E., Allan, J.M., Jauch, A., Morgan, G.J., Hemminki, K., Houlston, R.S., Goldschmidt, H.","Common variation at 3q26.2, 6p21.33, 17p11.2 and 22q13.1 influences multiple myeloma risk",2013,Nature Genetics,1221,1225,38
"Smith, R.P., Taher, L., Patwardhan, R.P., Kim, M.J., Inoue, F., Shendure, J., Ovcharenko, I., Ahituv, N.",Massively parallel decoding of mammalian regulatory sequences supports a flexible organizational model,2013,Nature Genetics,1021,1028,38
"Vallot, C., Huret, C., Lesecque, Y., Resch, A., Oudrhiri, N., Bennaceur-Griscelli, A., Duret, L., Rougeulle, C.","XACT, a long noncoding transcript coating the active X chromosome in human pluripotent cells",2013,Nature Genetics,239,241,38
"Alcázar, R., García, A.V., Kronholm, I., De Meaux, J., Koornneef, M., Parker, J.E., Reymond, M.",Natural variation at strubbelig receptor kinase 3 drives immune-triggered incompatibilities between arabidopsis thaliana accessions,2010,Nature Genetics,1135,1139,39
"Lamandé, S.R., Yuan, Y., Gresshoff, I.L., Rowley, L., Belluoccio, D., Kaluarachchi, K., Little, C.B., Botzenhart, E., Zerres, K., Amor, D.J., Cole, W.G., Savarirayan, R., McIntyre, P., Bateman, J.F.",Mutations in TRPV4 cause an inherited arthropathy of hands and feet,2011,Nature Genetics,1142,1146,39
"Sun, Y., Bak, B., Schoenmakers, N., Van Trotsenburg, A.S.P., Oostdijk, W., Voshol, P., Cambridge, E., White, J.K., Le Tissier, P., Gharavy, S.N.M., Martinez-Barbera, J.P., Stokvis-Brantsma, W.H., Vulsma, T., Kempers, M.J., Persani, L., Campi, I., Bonomi, M., Beck-Peccoz, P., Zhu, H., Davis, T.M.E., Hokken-Koelega, A.C.S., Del Blanco, D.G., Rangasami, J.J., Ruivenkamp, C.A.L., Laros, J.F.J., Kriek, M., Kant, S.G., Bosch, C.A.J., Biermasz, N.R., Appelman-Dijkstra, N.M., Corssmit, E.P., Hovens, G.C.J., Pereira, A.M., Den Dunnen, J.T.D., Wade, M.G., Breuning, M.H., Hennekam, R.C., Chatterjee, K., Dattani, M.T., Wit, J.M., Bernard, D.J.",Loss-of-function mutations in IGSF1 cause an X-linked syndrome of central hypothyroidism and testicular enlargement,2012,Nature Genetics,1375,1381,39
"Gilbert, S.L., Zhang, L., Forster, M.L., Iwase, T., Soliven, B., Donahue, L.R., Sweet, H.O., Bronson, R.T., Davisson, M.T., Wollmann, R.L., Lahn, B.T.",Trak1 mutation disrupts GABAA receptor homeostasis in hypertonic mice,2006,Nature Genetics,245,250,40
"Campbell, K.L., Roberts, J.E.E., Watson, L.N., Stetefeld, J., Sloan, A.M., Signore, A.V., Howatt, J.W., Tame, J.R.H., Rohland, N., Shen, T.-J., Austin, J.J., Hofreiter, M., Ho, C., Weber, R.E., Cooper, A.",Substitutions in woolly mammoth hemoglobin confer biochemical properties adaptive for cold tolerance,2010,Nature Genetics,536,540,40
"Okamoto, K., Tokunaga, K., Doi, K., Fujita, T., Suzuki, H., Katoh, T., Watanabe, T., Nishida, N., Mabuchi, A., Takahashi, A., Kubo, M., Maeda, S., Nakamura, Y., Noiri, E.",Common variation in GPC5 is associated with acquired nephrotic syndrome,2011,Nature Genetics,459,465,40
"Hatlestad, G.J., Sunnadeniya, R.M., Akhavan, N.A., Gonzalez, A., Goldman, I.L., McGrath, J.M., Lloyd, A.M.",The beet R locus encodes a new cytochrome P450 required for red betalain production,2012,Nature Genetics,816,820,40
"Tanikawa, C., Urabe, Y., Matsuo, K., Kubo, M., Takahashi, A., Ito, H., Tajima, K., Kamatani, N., Nakamura, Y., Matsuda, K.",A genome-wide association study identifies two susceptibility loci for duodenal ulcer in the Japanese population,2012,Nature Genetics,430,434,40
"Bommert, P., Nagasawa, N.S., Jackson, D.",Quantitative variation in maize kernel row number is controlled by the FASCIATED EAR2 locus,2013,Nature Genetics,334,337,40
"Malek, R.L., Wang, H.-Y., Kwitek, A.E., Greene, A.S., Bhagabati, N., Borchardt, G., Cahill, L., Currier, T., Frank, B., Fu, X., Hasinoff, M., Howe, E., Letwin, N., Luu, T.V., Saeed, A., Sajadi, H., Salzberg, S.L., Sultana, R., Thiagarajan, M., Tsai, J., Veratti, K., White, J., Quackenbush, J., Jacob, H.J., Lee, N.H.","Physiogenomic resources for rat models of heart, lung and blood disorders",2006,Nature Genetics,234,239,41
"Douglas, J., Cilliers, D., Coleman, K., Tatton-Brown, K., Barker, K., Bernhard, B., Burn, J., Huson, S., Josifova, D., Lacombe, D., Malik, M., Mansour, S., Reid, E., Cormier-Daire, V., Cole, T., Addor, M., Al Swaid, A., Amiel, J., Andries, S., Archer, H., Barnicoat, A., Barrow, M., Barwell, J., Baujat, G., Becker, K., Berg, J., Bernhard, B., Bhat, M., Bitner, M., Blair, E., Brady, A., Brueton, L., Cavani, S., Cecconi, Chandler, K., Christensen, C., Clarke, A., Clayton-Smith, J., Cole, T., Colleaux, L., Colley, A., Collins, A., Cormier-Daire, V., Danda, S., Davies, S., Day, R., Magali, D.R., Dennis, N., Dobbie, A., Edery, P., Elmslie, F., Faravelli, F., Firth, H., Fischetto, R., Fitzpatrick, D., Forzano, F., Foulds, N., Franklin, J., Fryer, A., Garcia, S., Gardiner, C., Garrett, C., Gener, B., Gibbons, R., Gillerot, Y., Gillessen-Kaesbach, G., Goudie, D., Grasso, M., Henderson, A., Hirst, J., Hodgson, S., Holder, S., Homfrey, T., Hughes, H., Kerr, B., Kumar, A., Kumar, D., Lacombe, D., Lam, W., Le Merrer, M., Leonard, N., Liebelt, J., Lunt, P., Lynch, S., Lyonnet, S., Magee, A., Malacarne, M., Mansour, S., McEntagart, M., Majore, S., McKee, S., McKeown, C., Meinecke, P., Metcalfe, K., Milani, D., Mohammad, S., Munnich, A., Murray, A., Nemeth, A., Neri, G., Odent, S., Park, S., Patton, M., Penny, E., Pilz, D., Plecko, B., Pollitt, C., Price, S., Quarrell, O., Raas-Rothschild, A., Rahman, N., Raith, W., Rankin, J., Raymond, L., Reardon, W., Reid, E., Rosser, E., Ruddy, D., Saggar-Malik, A., Santos, H., Scarano, G., Schaeffer, G.B., Schulze, A., Selicorni, A., Shaw, A., Silengo, M., Smithson, S., Splitt, M., Stewart, F., Stewart, H., Suri, M., Sweeney, E., Tatton-Brown, K., Temple, I.K., Thompson, E., Tischkowitz, M., Tolmie, J., Turkmen, S., Turnpenny, P., Van Maldergem, L., Vasudevan, P., Vaz, I., Waggoner, D., Verellen, C., Viot, G., Wakeling, E., Weaver, D., White, K., Wilson, L., Zack, P., Zampino, G., Zankl, A., Rahman, N.","Mutations in RNF135, a gene within the NF1 microdeletion region, cause phenotypic abnormalities including overgrowth",2007,Nature Genetics,963,965,41
"Wegmann, D., Kessner, D.E., Veeramah, K.R., Mathias, R.A., Nicolae, D.L., Yanek, L.R., Sun, Y.V., Torgerson, D.G., Rafaels, N., Mosley, T., Becker, L.C., Ruczinski, I., Beaty, T.H., Kardia, S.L.R., Meyers, D.A., Barnes, K.C., Becker, D.M., Freimer, N.B., Novembre, J.",Recombination rates in admixed individuals identified by ancestry-based inference,2011,Nature Genetics,847,853,41
"Rob Taal, H., St Pourcain, B., Thiering, E., Das, S., Mook-Kanamori, D.O., Warrington, N.M., Kaakinen, M., Kreiner-Møller, E., Bradfield, J.P., Freathy, R.M., Geller, F., Guxens, M., Cousminer, D.L., Kerkhof, M., Timpson, N.J., Ikram, M.A., Beilin, L.J., Bønnelykke, K., Buxton, J.L., Charoen, P., Chawes, B.L.K., Eriksson, J., Evans, D.M., Hofman, A., Kemp, J.P., Kim, C.E., Klopp, N., Lahti, J., Lye, S.J., Mcmahon, G., Mentch, F.D., Müller-Nurasyid, M., O'reilly, P.F., Prokopenko, I., Rivadeneira, F., Steegers, E.A.P., Sunyer, J., Tiesler, C., Yaghootkar, H., Fornage, M., Smith, A.V., Seshadri, S., Schmidt, R., Debette, S., Vrooman, H.A., Sigurdsson, S., Ropele, S., Coker, L.H., Longstreth, W.T., Niessen, W.J., Destefano, A.L., Beiser, A., Zijdenbos, A.P., Struchalin, M., Jack Jr., C.R., Nalls, M.A., Au, R., Gudnason, H., Van Der Lugt, A., Harris, T.B., Meeks, W.M., Vernooij, M.W., Van Buchem, M.A., Catellier, D., Gudnason, V., Windham, B.G., Wolf, P.A., Van Duijn, C.M., Mosley Jr., T.H., Schmidt, H., Launer, L.J., Breteler, M.M.B., Ang, W., Van Beijsterveldt, T., Bergen, N., Benke, K., Berry, D., Coin, L., Elliott, P., Frayling, T., Gaillard, R., Groen-Blokhuis, M., Hadley, D., Hottenga, J.J., Huikari, V., Hypponen, E., Kowgier, M., Lawlor, D.A., Lewin, A., Lindgren, C., Marsh, J., Middeldorp, C., Millwood, I., Nivard, M., Palmer, L.J., Rodriguez, A., Sebert, S., Sovio, U., Standl, M., Strachan, D.P., Rob Taal, H., Uitterlinden, A.G., Valcárcel, B., White, S., Willemsen, G., Boomsma, D.I., Estivill, X., Grant, S.F.A., Hattersley, A.T., Heinrich, J., Jaddoe, V.W.V., Jarvelin, M.-R., Mccarthy, M.I., Pennell, C.E., Power, C., Widen, E., Blakemore, A.I.F., Chiavacci, R.M., Feenstra, B., Fernandez-Banet, J., Hartikainen, A.-L., Van Der Heijden, A.J., Iñiguez, C., Lathrop, M., Mcardle, W.L., Mølgaard, A., Newnham, J.P., Palotie, A., Pouta, A., Ring, S.M., Wichmann, H.-E., Vissing, N.H., Decarli, C., Koppelman, G.H., Melbye, M., Bisgaard, H., Hakonarson, H., Smith, G.D., Jaddoe, V.W.V., Adair, L.S., Atalay, M., Davis, O.S.P., Flexeder, C., Goh, L.-K., Haworth, C.M.A., Hedebrand, J., Hinney, A., Hirschhorn, J.N., Holloway, J.W., Holst, C., Horikoshi, M., Kilpeläinen, T.O., Kirin, M., Lakka, H.-M., Lange, L.A., Lehtimäki, T., Lindi, V., Maggi, R., Murray, J.C., Nohr, E.A., Ntalla, I., Oken, E., Panoutsopoulou, K., Pararajasingham, J., Salem, R.M., Siitonen, N., Rob Taal, H., Teo, Y.-Y., Zeggini, E., Cooper, C., Gillman, M., Hocher, B., Lakka, T.A., Mohlke, K.L., Dedoussis, G.V., Ong, K.K., Pearson, E.R., Price, T.S., Raitakari, O.T., Saw, S.-M., Scherag, A., Simell, O., Sørensen, T.I.A., Wilson, J.F.",Common variants at 12q15 and 12q24 are associated with infant head circumference,2012,Nature Genetics,532,538,41
